Candidate Name,Party Name,Office Name,Town Name,Vote Totals,Local District
Maldonado and Terranova,Write-In,Presidential Electors for,Montville,0,Mohegan Elementary School
McMullin and Johnson,Write-In,Presidential Electors for,Montville,0,Mohegan Elementary School
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Montville,0,Mohegan Elementary School
Skewes and Lacy,Write-In,Presidential Electors for,Montville,0,Mohegan Elementary School
Smith and White,Write-In,Presidential Electors for,Montville,0,Mohegan Elementary School
Wu and Wu,Write-In,Presidential Electors for,Montville,0,Mohegan Elementary School
Clinton and Kaine,Democratic Party,Presidential Electors for,Montville,430,Town Hall-Gym-1
Trump and Pence,Republican Party,Presidential Electors for,Montville,484,Town Hall-Gym-1
Johnson and Weld,Libertarian Party,Presidential Electors for,Montville,36,Town Hall-Gym-1
Stein and Baraka,Green Party,Presidential Electors for,Montville,23,Town Hall-Gym-1
Basiago and Kinnison,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-1
Blumenthal and Blair,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-1
Buchanan and Washington,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-1
Castle and Bradley,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-1
Cooper and Meyer,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-1
Cummings and Romanoff,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-1
Deame and Long,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-1
De La Fuente and Steinberg,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-1
Evans and Fitch,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-1
Fox and Kushner,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-1
Hoefling and Schulin,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-1
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-1
Kotlikoff and Leamer,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-1
La Riva and Puryear,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-1
Maldonado and Terranova,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-1
McMullin and Johnson,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-1
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-1
Skewes and Lacy,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-1
Smith and White,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-1
Wu and Wu,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-1
Clinton and Kaine,Democratic Party,Presidential Electors for,Montville,309,Town Hall-Gym-6
Trump and Pence,Republican Party,Presidential Electors for,Montville,397,Town Hall-Gym-6
Johnson and Weld,Libertarian Party,Presidential Electors for,Montville,28,Town Hall-Gym-6
Stein and Baraka,Green Party,Presidential Electors for,Montville,11,Town Hall-Gym-6
Basiago and Kinnison,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-6
Blumenthal and Blair,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-6
Buchanan and Washington,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-6
Castle and Bradley,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-6
Cooper and Meyer,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-6
Cummings and Romanoff,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-6
Deame and Long,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-6
De La Fuente and Steinberg,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-6
Evans and Fitch,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-6
Fox and Kushner,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-6
Hoefling and Schulin,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-6
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-6
Kotlikoff and Leamer,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-6
La Riva and Puryear,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-6
Maldonado and Terranova,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-6
McMullin and Johnson,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-6
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-6
Skewes and Lacy,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-6
Smith and White,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-6
Wu and Wu,Write-In,Presidential Electors for,Montville,0,Town Hall-Gym-6
Clinton and Kaine,Democratic Party,Presidential Electors for,Morris,510,Morris Community Hall
Trump and Pence,Republican Party,Presidential Electors for,Morris,838,Morris Community Hall
Johnson and Weld,Libertarian Party,Presidential Electors for,Morris,41,Morris Community Hall
Stein and Baraka,Green Party,Presidential Electors for,Morris,24,Morris Community Hall
Basiago and Kinnison,Write-In,Presidential Electors for,Morris,0,Morris Community Hall
Blumenthal and Blair,Write-In,Presidential Electors for,Morris,0,Morris Community Hall
Buchanan and Washington,Write-In,Presidential Electors for,Morris,0,Morris Community Hall
Castle and Bradley,Write-In,Presidential Electors for,Morris,2,Morris Community Hall
Cooper and Meyer,Write-In,Presidential Electors for,Morris,0,Morris Community Hall
Cummings and Romanoff,Write-In,Presidential Electors for,Morris,0,Morris Community Hall
Deame and Long,Write-In,Presidential Electors for,Morris,1,Morris Community Hall
De La Fuente and Steinberg,Write-In,Presidential Electors for,Morris,0,Morris Community Hall
Evans and Fitch,Write-In,Presidential Electors for,Morris,0,Morris Community Hall
Fox and Kushner,Write-In,Presidential Electors for,Morris,0,Morris Community Hall
Hoefling and Schulin,Write-In,Presidential Electors for,Morris,0,Morris Community Hall
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Morris,0,Morris Community Hall
Kotlikoff and Leamer,Write-In,Presidential Electors for,Morris,0,Morris Community Hall
La Riva and Puryear,Write-In,Presidential Electors for,Morris,0,Morris Community Hall
Maldonado and Terranova,Write-In,Presidential Electors for,Morris,0,Morris Community Hall
McMullin and Johnson,Write-In,Presidential Electors for,Morris,2,Morris Community Hall
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Morris,0,Morris Community Hall
Skewes and Lacy,Write-In,Presidential Electors for,Morris,0,Morris Community Hall
Smith and White,Write-In,Presidential Electors for,Morris,0,Morris Community Hall
Wu and Wu,Write-In,Presidential Electors for,Morris,0,Morris Community Hall
Clinton and Kaine,Democratic Party,Presidential Electors for,Naugatuck,848,Andrew Avenue School
Trump and Pence,Republican Party,Presidential Electors for,Naugatuck,1260,Andrew Avenue School
Johnson and Weld,Libertarian Party,Presidential Electors for,Naugatuck,76,Andrew Avenue School
Stein and Baraka,Green Party,Presidential Electors for,Naugatuck,34,Andrew Avenue School
Basiago and Kinnison,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School
Blumenthal and Blair,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School
Buchanan and Washington,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School
Castle and Bradley,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School
Cooper and Meyer,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School
Cummings and Romanoff,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School
Deame and Long,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School
De La Fuente and Steinberg,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School
Evans and Fitch,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School
Fox and Kushner,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School
Hoefling and Schulin,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School
Kotlikoff and Leamer,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School
La Riva and Puryear,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School
Maldonado and Terranova,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School
McMullin and Johnson,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School
Skewes and Lacy,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School
Smith and White,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School
Wu and Wu,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School
Clinton and Kaine,Democratic Party,Presidential Electors for,Naugatuck,467,Andrew Avenue School A
Trump and Pence,Republican Party,Presidential Electors for,Naugatuck,627,Andrew Avenue School A
Johnson and Weld,Libertarian Party,Presidential Electors for,Naugatuck,39,Andrew Avenue School A
Stein and Baraka,Green Party,Presidential Electors for,Naugatuck,13,Andrew Avenue School A
Basiago and Kinnison,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School A
Blumenthal and Blair,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School A
Buchanan and Washington,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School A
Castle and Bradley,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School A
Cooper and Meyer,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School A
Cummings and Romanoff,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School A
Deame and Long,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School A
De La Fuente and Steinberg,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School A
Evans and Fitch,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School A
Fox and Kushner,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School A
Hoefling and Schulin,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School A
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School A
Kotlikoff and Leamer,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School A
La Riva and Puryear,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School A
Maldonado and Terranova,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School A
McMullin and Johnson,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School A
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School A
Skewes and Lacy,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School A
Smith and White,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School A
Wu and Wu,Write-In,Presidential Electors for,Naugatuck,0,Andrew Avenue School A
Clinton and Kaine,Democratic Party,Presidential Electors for,Naugatuck,830,Central Avenue School
Trump and Pence,Republican Party,Presidential Electors for,Naugatuck,1202,Central Avenue School
Johnson and Weld,Libertarian Party,Presidential Electors for,Naugatuck,61,Central Avenue School
Stein and Baraka,Green Party,Presidential Electors for,Naugatuck,31,Central Avenue School
Basiago and Kinnison,Write-In,Presidential Electors for,Naugatuck,0,Central Avenue School
Blumenthal and Blair,Write-In,Presidential Electors for,Naugatuck,0,Central Avenue School
Buchanan and Washington,Write-In,Presidential Electors for,Naugatuck,0,Central Avenue School
Castle and Bradley,Write-In,Presidential Electors for,Naugatuck,0,Central Avenue School
Cooper and Meyer,Write-In,Presidential Electors for,Naugatuck,0,Central Avenue School
Cummings and Romanoff,Write-In,Presidential Electors for,Naugatuck,0,Central Avenue School
Deame and Long,Write-In,Presidential Electors for,Naugatuck,0,Central Avenue School
De La Fuente and Steinberg,Write-In,Presidential Electors for,Naugatuck,0,Central Avenue School
Evans and Fitch,Write-In,Presidential Electors for,Naugatuck,0,Central Avenue School
Fox and Kushner,Write-In,Presidential Electors for,Naugatuck,0,Central Avenue School
Hoefling and Schulin,Write-In,Presidential Electors for,Naugatuck,0,Central Avenue School
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Naugatuck,0,Central Avenue School
Kotlikoff and Leamer,Write-In,Presidential Electors for,Naugatuck,0,Central Avenue School
La Riva and Puryear,Write-In,Presidential Electors for,Naugatuck,0,Central Avenue School
Maldonado and Terranova,Write-In,Presidential Electors for,Naugatuck,0,Central Avenue School
McMullin and Johnson,Write-In,Presidential Electors for,Naugatuck,2,Central Avenue School
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Naugatuck,0,Central Avenue School
Skewes and Lacy,Write-In,Presidential Electors for,Naugatuck,0,Central Avenue School
Smith and White,Write-In,Presidential Electors for,Naugatuck,0,Central Avenue School
Wu and Wu,Write-In,Presidential Electors for,Naugatuck,0,Central Avenue School
Clinton and Kaine,Democratic Party,Presidential Electors for,Naugatuck,1103,City Hill Middle School
Trump and Pence,Republican Party,Presidential Electors for,Naugatuck,1495,City Hill Middle School
Johnson and Weld,Libertarian Party,Presidential Electors for,Naugatuck,89,City Hill Middle School
Stein and Baraka,Green Party,Presidential Electors for,Naugatuck,39,City Hill Middle School
Basiago and Kinnison,Write-In,Presidential Electors for,Naugatuck,0,City Hill Middle School
Blumenthal and Blair,Write-In,Presidential Electors for,Naugatuck,0,City Hill Middle School
Buchanan and Washington,Write-In,Presidential Electors for,Naugatuck,0,City Hill Middle School
Castle and Bradley,Write-In,Presidential Electors for,Naugatuck,0,City Hill Middle School
Cooper and Meyer,Write-In,Presidential Electors for,Naugatuck,0,City Hill Middle School
Cummings and Romanoff,Write-In,Presidential Electors for,Naugatuck,0,City Hill Middle School
Deame and Long,Write-In,Presidential Electors for,Naugatuck,0,City Hill Middle School
De La Fuente and Steinberg,Write-In,Presidential Electors for,Naugatuck,0,City Hill Middle School
Evans and Fitch,Write-In,Presidential Electors for,Naugatuck,0,City Hill Middle School
Fox and Kushner,Write-In,Presidential Electors for,Naugatuck,0,City Hill Middle School
Hoefling and Schulin,Write-In,Presidential Electors for,Naugatuck,0,City Hill Middle School
